15 	28
15.02 	48
15.04 	46
15.06 	37
15.08 	37
15.1 	54
15.12 	51
15.14 	46
15.16 	44
15.18 	49
15.2 	49
15.22 	49
15.24 	46
15.26 	45
15.28 	43
15.3 	54
15.32 	47
15.34 	34
15.36 	58
15.38 	44
15.4 	47
15.42 	50
15.44 	51
15.46 	43
15.48 	44
15.5 	54
15.52 	53
15.54 	47
15.56 	53
15.58 	55
15.6 	53
15.62 	58
15.64 	36
15.66 	46
15.68 	46
15.7 	53
15.72 	56
15.74 	54
15.76 	46
15.78 	45
15.8 	56
15.82 	61
15.84 	48
15.86 	49
15.88 	45
15.9 	61
15.92 	52
15.94 	41
15.96 	55
15.98 	58
16 	54
16.02 	41
16.04 	55
16.06 	49
16.08 	50
16.1 	46
16.12 	50
16.14 	48
16.16 	49
16.18 	47
16.2 	44
16.22 	64
16.24 	48
16.26 	55
16.28 	59
16.3 	49
16.32 	37
16.34 	53
16.36 	44
16.38 	56
16.4 	43
16.42 	51
16.44 	51
16.46 	56
16.48 	55
16.5 	69
16.52 	57
16.54 	51
16.56 	51
16.58 	44
16.6 	54
16.62 	60
16.64 	51
16.66 	64
16.68 	63
16.7 	59
16.72 	70
16.74 	51
16.76 	56
16.78 	53
16.8 	46
16.82 	67
16.84 	67
16.86 	62
16.88 	52
16.9 	61
16.92 	49
16.94 	48
16.96 	46
16.98 	52
17 	57
17.02 	45
17.04 	55
17.06 	53
17.08 	42
17.1 	58
17.12 	45
17.14 	52
17.16 	49
17.18 	54
17.2 	34
17.22 	57
17.24 	55
17.26 	49
17.28 	38
17.3 	48
17.32 	39
17.34 	48
17.36 	36
17.38 	45
17.4 	41
17.42 	48
17.44 	37
17.46 	30
17.48 	44
17.5 	40
17.52 	35
17.54 	27
17.56 	34
17.58 	30
17.6 	37
17.62 	42
17.64 	24
17.66 	35
17.68 	39
17.7 	40
17.72 	44
17.74 	38
17.76 	35
17.78 	30
17.8 	39
17.82 	31
17.84 	27
17.86 	35
17.88 	24
17.9 	39
17.92 	41
17.94 	25
17.96 	34
17.98 	33
18 	25
18.02 	29
18.04 	30
18.06 	30
18.08 	33
18.1 	30
18.12 	15
18.14 	32
18.16 	34
18.18 	30
18.2 	29
18.22 	37
18.24 	38
18.26 	25
18.28 	25
18.3 	29
18.32 	26
18.34 	37
18.36 	26
18.38 	32
18.4 	23
18.42 	31
18.44 	26
18.46 	31
18.48 	27
18.5 	25
18.52 	27
18.54 	33
18.56 	25
18.58 	28
18.6 	31
18.62 	26
18.64 	31
18.66 	33
18.68 	37
18.7 	29
18.72 	22
18.74 	34
18.76 	37
18.78 	25
18.8 	27
18.82 	34
18.84 	35
18.86 	36
18.88 	24
18.9 	20
18.92 	26
18.94 	35
18.96 	32
18.98 	35
19 	28
19.02 	31
19.04 	29
19.06 	42
19.08 	17
19.1 	33
19.12 	28
19.14 	25
19.16 	23
19.18 	38
19.2 	34
19.22 	32
19.24 	27
19.26 	31
