15 	37
15.02 	33
15.04 	32
15.06 	35
15.08 	29
15.1 	30
15.12 	34
15.14 	39
15.16 	37
15.18 	31
15.2 	40
15.22 	39
15.24 	46
15.26 	38
15.28 	37
15.3 	53
15.32 	33
15.34 	43
15.36 	33
15.38 	51
15.4 	51
15.42 	41
15.44 	39
15.46 	38
15.48 	36
15.5 	45
15.52 	57
15.54 	45
15.56 	36
15.58 	45
15.6 	44
15.62 	51
15.64 	49
15.66 	36
15.68 	41
15.7 	49
15.72 	47
15.74 	50
15.76 	36
15.78 	39
15.8 	50
15.82 	41
15.84 	38
15.86 	41
15.88 	59
15.9 	29
15.92 	30
15.94 	45
15.96 	41
15.98 	38
16 	40
16.02 	35
16.04 	42
16.06 	51
16.08 	54
16.1 	42
16.12 	42
16.14 	42
16.16 	39
16.18 	32
16.2 	36
16.22 	50
16.24 	44
16.26 	41
16.28 	44
16.3 	39
16.32 	33
16.34 	41
16.36 	41
16.38 	46
16.4 	43
16.42 	48
16.44 	37
16.46 	48
16.48 	36
16.5 	45
16.52 	44
16.54 	41
16.56 	41
16.58 	43
16.6 	52
16.62 	35
16.64 	39
16.66 	53
16.68 	48
16.7 	48
16.72 	51
16.74 	56
16.76 	47
16.78 	58
16.8 	38
16.82 	40
16.84 	39
16.86 	53
16.88 	26
16.9 	32
16.92 	29
16.94 	36
16.96 	42
16.98 	30
17 	48
17.02 	37
17.04 	41
17.06 	53
17.08 	37
17.1 	33
17.12 	41
17.14 	36
17.16 	34
17.18 	42
17.2 	39
17.22 	42
17.24 	37
17.26 	31
17.28 	33
17.3 	21
17.32 	29
17.34 	31
17.36 	40
17.38 	31
17.4 	43
17.42 	28
17.44 	30
17.46 	32
17.48 	27
17.5 	33
17.52 	23
17.54 	22
17.56 	28
17.58 	17
17.6 	32
17.62 	29
17.64 	26
17.66 	22
17.68 	27
17.7 	28
17.72 	30
17.74 	29
17.76 	29
17.78 	13
17.8 	33
17.82 	23
17.84 	18
17.86 	28
17.88 	21
17.9 	28
17.92 	20
17.94 	34
17.96 	13
17.98 	28
18 	25
18.02 	26
18.04 	21
18.06 	26
18.08 	22
18.1 	33
18.12 	40
18.14 	25
18.16 	29
18.18 	33
18.2 	33
18.22 	18
18.24 	28
18.26 	25
18.28 	34
18.3 	26
18.32 	32
18.34 	27
18.36 	22
18.38 	32
18.4 	26
18.42 	21
18.44 	23
18.46 	28
18.48 	25
18.5 	16
18.52 	22
18.54 	20
18.56 	26
18.58 	21
18.6 	37
18.62 	24
18.64 	36
18.66 	20
18.68 	15
18.7 	23
18.72 	30
18.74 	20
18.76 	31
18.78 	27
18.8 	18
18.82 	26
18.84 	21
18.86 	25
18.88 	30
18.9 	24
18.92 	16
18.94 	27
18.96 	26
18.98 	22
19 	30
19.02 	23
19.04 	27
19.06 	24
19.08 	32
19.1 	25
19.12 	23
19.14 	25
19.16 	27
19.18 	30
19.2 	26
19.22 	15
19.24 	26
19.26 	23
19.28 	33
19.3 	23
19.32 	34
19.34 	37
19.36 	28
19.38 	36
19.4 	30
19.42 	23
19.44 	21
19.46 	22
19.48 	22
19.5 	40
19.52 	30
19.54 	39
19.56 	33
19.58 	32
19.6 	26
19.62 	29
19.64 	22
19.66 	21
19.68 	31
19.7 	25
19.72 	23
19.74 	29
19.76 	26
19.78 	27
19.8 	28
19.82 	28
19.84 	31
19.86 	28
19.88 	24
19.9 	40
19.92 	26
19.94 	28
19.96 	32
19.98 	28
20 	28
20.02 	33
20.04 	35
20.06 	30
20.08 	35
20.1 	25
20.12 	29
20.14 	25
20.16 	41
20.18 	41
20.2 	29
20.22 	30
20.24 	24
20.26 	26
20.28 	20
20.3 	36
20.32 	38
20.34 	32
20.36 	23
20.38 	26
20.4 	23
20.42 	28
20.44 	24
20.46 	25
20.48 	37
20.5 	30
20.52 	30
20.54 	27
20.56 	29
20.58 	27
20.6 	28
20.62 	35
20.64 	26
20.66 	32
20.68 	39
20.7 	28
20.72 	12
20.74 	38
20.76 	27
20.78 	28
20.8 	27
20.82 	31
20.84 	25
20.86 	28
20.88 	32
20.9 	27
20.92 	27
20.94 	32
20.96 	32
20.98 	33
21 	20
21.02 	29
21.04 	29
21.06 	30
21.08 	29
21.1 	19
21.12 	28
21.14 	28
21.16 	20
21.18 	36
21.2 	26
21.22 	32
21.24 	28
21.26 	23
21.28 	27
21.3 	31
21.32 	36
21.34 	25
21.36 	24
21.38 	29
21.4 	31
21.42 	28
21.44 	34
21.46 	27
21.48 	30
21.5 	23
21.52 	39
21.54 	35
21.56 	32
21.58 	34
21.6 	28
21.62 	25
21.64 	26
21.66 	34
21.68 	33
21.7 	30
21.72 	34
21.74 	24
21.76 	30
21.78 	34
21.8 	24
21.82 	38
21.84 	43
21.86 	23
21.88 	34
21.9 	24
21.92 	24
21.94 	28
21.96 	28
21.98 	26
22 	28
22.02 	32
22.04 	33
22.06 	30
22.08 	29
22.1 	24
22.12 	35
22.14 	28
22.16 	33
22.18 	23
22.2 	29
22.22 	24
22.24 	37
22.26 	28
22.28 	19
22.3 	31
22.32 	28
22.34 	28
22.36 	27
22.38 	30
22.4 	26
22.42 	35
22.44 	29
22.46 	29
22.48 	27
22.5 	22
22.52 	25
22.54 	25
22.56 	28
22.58 	29
22.6 	41
22.62 	36
22.64 	31
22.66 	35
22.68 	31
22.7 	37
22.72 	25
22.74 	13
22.76 	28
22.78 	33
22.8 	38
22.82 	31
22.84 	30
22.86 	25
22.88 	33
22.9 	21
22.92 	29
22.94 	25
22.96 	33
22.98 	36
23 	33
23.02 	41
23.04 	18
23.06 	36
23.08 	27
23.1 	23
23.12 	24
23.14 	18
23.16 	19
23.18 	32
23.2 	34
23.22 	31
23.24 	31
23.26 	29
23.28 	30
23.3 	27
23.32 	28
23.34 	18
23.36 	28
23.38 	28
23.4 	19
23.42 	30
23.44 	23
23.46 	29
23.48 	26
23.5 	29
23.52 	21
23.54 	23
23.56 	31
23.58 	12
23.6 	18
23.62 	19
23.64 	27
23.66 	22
23.68 	23
23.7 	26
23.72 	28
23.74 	27
23.76 	23
23.78 	17
23.8 	26
23.82 	25
23.84 	27
23.86 	21
23.88 	26
23.9 	23
23.92 	16
23.94 	23
23.96 	20
23.98 	29
24 	24
24.02 	23
24.04 	25
24.06 	24
24.08 	34
24.1 	31
24.12 	22
24.14 	18
24.16 	23
24.18 	31
24.2 	21
24.22 	29
24.24 	27
24.26 	24
24.28 	25
24.3 	24
24.32 	15
24.34 	27
24.36 	29
24.38 	20
24.4 	26
24.42 	21
24.44 	24
24.46 	15
24.48 	25
24.5 	24
24.52 	23
24.54 	17
24.56 	30
24.58 	20
24.6 	20
24.62 	32
24.64 	30
24.66 	28
24.68 	21
