15 	51
15.02 	49
15.04 	45
15.06 	51
15.08 	41
15.1 	54
15.12 	39
15.14 	55
15.16 	57
15.18 	59
15.2 	46
15.22 	67
15.24 	47
15.26 	46
15.28 	45
15.3 	43
15.32 	67
15.34 	63
15.36 	38
15.38 	54
15.4 	52
15.42 	57
15.44 	53
15.46 	55
15.48 	54
15.5 	49
15.52 	58
15.54 	52
15.56 	49
15.58 	62
15.6 	53
15.62 	48
15.64 	68
15.66 	58
15.68 	62
15.7 	53
15.72 	53
15.74 	71
15.76 	51
15.78 	56
15.8 	69
15.82 	48
15.84 	49
15.86 	51
15.88 	54
15.9 	54
15.92 	58
15.94 	51
15.96 	48
15.98 	61
16 	66
16.02 	48
16.04 	52
16.06 	57
16.08 	53
16.1 	53
16.12 	51
16.14 	55
16.16 	72
16.18 	59
16.2 	57
16.22 	57
16.24 	42
16.26 	52
16.28 	64
16.3 	55
16.32 	65
16.34 	66
16.36 	56
16.38 	62
16.4 	60
16.42 	46
16.44 	38
16.46 	54
16.48 	55
16.5 	59
16.52 	35
16.54 	48
16.56 	50
16.58 	57
16.6 	50
16.62 	51
16.64 	47
16.66 	53
16.68 	45
16.7 	46
16.72 	43
16.74 	46
16.76 	54
16.78 	47
16.8 	57
16.82 	50
16.84 	66
16.86 	42
16.88 	35
16.9 	55
16.92 	44
16.94 	55
16.96 	62
16.98 	54
17 	47
17.02 	38
17.04 	37
17.06 	43
17.08 	41
17.1 	40
17.12 	47
17.14 	44
17.16 	46
17.18 	47
17.2 	47
17.22 	47
17.24 	36
17.26 	38
17.28 	37
17.3 	43
17.32 	35
17.34 	52
17.36 	38
17.38 	36
17.4 	35
17.42 	32
17.44 	39
17.46 	40
17.48 	34
17.5 	29
17.52 	36
17.54 	29
17.56 	35
17.58 	36
17.6 	28
17.62 	38
17.64 	32
17.66 	32
17.68 	37
17.7 	37
17.72 	26
17.74 	36
17.76 	32
17.78 	35
17.8 	28
17.82 	26
17.84 	46
17.86 	32
17.88 	25
17.9 	34
17.92 	26
17.94 	33
17.96 	32
17.98 	29
18 	27
18.02 	33
18.04 	36
18.06 	26
18.08 	35
18.1 	22
18.12 	26
18.14 	26
18.16 	36
18.18 	27
18.2 	30
18.22 	40
18.24 	26
18.26 	22
18.28 	35
18.3 	28
18.32 	30
18.34 	34
18.36 	35
18.38 	32
18.4 	28
18.42 	32
18.44 	26
18.46 	31
18.48 	28
18.5 	35
18.52 	32
18.54 	33
18.56 	28
18.58 	24
18.6 	27
18.62 	27
18.64 	33
18.66 	33
18.68 	29
18.7 	28
18.72 	26
18.74 	42
18.76 	28
18.78 	21
18.8 	32
18.82 	40
18.84 	33
18.86 	24
18.88 	27
18.9 	29
18.92 	27
18.94 	21
18.96 	31
18.98 	28
19 	33
19.02 	26
19.04 	26
19.06 	32
19.08 	33
19.1 	33
19.12 	33
19.14 	27
19.16 	19
19.18 	29
19.2 	24
19.22 	30
19.24 	33
19.26 	31
19.28 	24
19.3 	27
19.32 	23
19.34 	27
19.36 	31
19.38 	30
19.4 	35
19.42 	22
19.44 	31
19.46 	25
19.48 	36
19.5 	29
19.52 	23
19.54 	25
19.56 	31
19.58 	27
19.6 	26
19.62 	37
19.64 	27
19.66 	35
19.68 	24
19.7 	32
19.72 	33
19.74 	24
19.76 	28
19.78 	36
19.8 	30
19.82 	39
19.84 	31
19.86 	30
19.88 	31
19.9 	29
19.92 	33
19.94 	26
19.96 	19
19.98 	35
20 	39
20.02 	32
20.04 	30
20.06 	31
20.08 	20
20.1 	26
20.12 	33
20.14 	29
20.16 	43
20.18 	33
20.2 	38
20.22 	32
20.24 	29
20.26 	29
20.28 	39
20.3 	29
20.32 	26
20.34 	32
20.36 	43
20.38 	39
20.4 	31
20.42 	36
20.44 	44
20.46 	37
20.48 	26
20.5 	30
20.52 	36
20.54 	29
20.56 	24
20.58 	38
20.6 	32
20.62 	28
20.64 	38
20.66 	37
20.68 	21
20.7 	35
20.72 	32
20.74 	34
20.76 	32
20.78 	34
20.8 	45
20.82 	35
20.84 	27
20.86 	40
20.88 	24
20.9 	27
20.92 	30
20.94 	24
20.96 	42
20.98 	49
21 	34
21.02 	36
21.04 	27
21.06 	44
21.08 	33
21.1 	38
21.12 	29
21.14 	29
21.16 	30
21.18 	34
21.2 	31
21.22 	30
21.24 	31
21.26 	41
21.28 	43
21.3 	37
21.32 	32
21.34 	33
21.36 	29
21.38 	23
21.4 	31
21.42 	29
21.44 	32
21.46 	30
21.48 	28
21.5 	34
21.52 	32
21.54 	31
21.56 	32
21.58 	36
21.6 	29
21.62 	30
21.64 	39
21.66 	33
21.68 	35
21.7 	30
21.72 	37
21.74 	28
21.76 	34
21.78 	37
21.8 	38
21.82 	40
21.84 	22
21.86 	45
21.88 	35
21.9 	37
21.92 	35
21.94 	40
21.96 	36
21.98 	33
22 	38
22.02 	42
22.04 	41
22.06 	27
22.08 	35
22.1 	37
22.12 	35
22.14 	33
22.16 	31
22.18 	44
22.2 	35
22.22 	18
22.24 	27
22.26 	34
22.28 	32
22.3 	28
22.32 	30
22.34 	34
22.36 	44
22.38 	29
22.4 	35
22.42 	31
22.44 	38
22.46 	32
22.48 	44
22.5 	28
22.52 	41
22.54 	33
22.56 	33
22.58 	30
22.6 	30
22.62 	34
22.64 	31
